Entity,Code,Year,Mean income or consumption
Europe and Central Asia (PIP),,1995,10.987388
Europe and Central Asia (PIP),,1996,10.43712
Europe and Central Asia (PIP),,1997,10.333227
Europe and Central Asia (PIP),,1998,10.392024
Europe and Central Asia (PIP),,1999,9.062403
Europe and Central Asia (PIP),,2000,9.612302
Europe and Central Asia (PIP),,2001,10.015642
Europe and Central Asia (PIP),,2002,10.666722
Europe and Central Asia (PIP),,2003,11.338528
Europe and Central Asia (PIP),,2004,12.369899
Europe and Central Asia (PIP),,2005,13.145836
Europe and Central Asia (PIP),,2006,13.998051
Europe and Central Asia (PIP),,2007,15.332029
Europe and Central Asia (PIP),,2008,16.730152
Europe and Central Asia (PIP),,2009,16.272602
Europe and Central Asia (PIP),,2010,16.93144
Europe and Central Asia (PIP),,2011,17.490147
Europe and Central Asia (PIP),,2012,18.041868
Europe and Central Asia (PIP),,2013,18.56698
Europe and Central Asia (PIP),,2014,18.703344
Europe and Central Asia (PIP),,2015,18.083092
Europe and Central Asia (PIP),,2016,18.251333
Europe and Central Asia (PIP),,2017,18.82569
Europe and Central Asia (PIP),,2018,19.201878
Europe and Central Asia (PIP),,2019,20.034838
Europe and Central Asia (PIP),,2020,19.882097
Fiji,FJI,2002,9.828248
Fiji,FJI,2008,10.984359
Fiji,FJI,2013,10.722516
Fiji,FJI,2019,7.907095
Finland,FIN,1987,35.586945
Finland,FIN,1991,40.041775
Finland,FIN,1995,37.219864
Finland,FIN,2000,43.182106
Finland,FIN,2003,45.78529
Finland,FIN,2004,47.995316
Finland,FIN,2005,49.62122
Finland,FIN,2006,50.39208
Finland,FIN,2007,52.258965
Finland,FIN,2008,52.854214
Finland,FIN,2009,53.891495
Finland,FIN,2010,54.70406
Finland,FIN,2011,55.016285
Finland,FIN,2012,55.148075
Finland,FIN,2013,54.93168
Finland,FIN,2014,54.647556
Finland,FIN,2015,55.147377
Finland,FIN,2016,55.773857
Finland,FIN,2017,56.938305
Finland,FIN,2018,57.83395
Finland,FIN,2019,58.84792
Finland,FIN,2020,58.823315
France,FRA,1970,25.941082
France,FRA,1975,32.63915
France,FRA,1979,37.142925
France,FRA,1984,39.216496
France,FRA,1990,41.705
France,FRA,1996,44.55158
France,FRA,1997,44.84335
France,FRA,1998,45.99412
France,FRA,1999,47.26568
France,FRA,2000,48.412952
France,FRA,2001,49.683258
France,FRA,2002,50.920994
France,FRA,2003,47.27195
France,FRA,2004,48.041992
France,FRA,2005,47.45438
France,FRA,2006,46.813747
France,FRA,2007,56.864544
France,FRA,2008,57.36471
France,FRA,2009,57.855083
France,FRA,2010,58.104706
France,FRA,2011,58.40797
France,FRA,2012,57.900997
France,FRA,2013,57.339443
France,FRA,2014,57.99005
France,FRA,2015,58.73825
France,FRA,2016,58.948044
France,FRA,2017,58.61371
France,FRA,2018,59.58233
France,FRA,2019,56.188953
France,FRA,2020,57.39693
Gabon,GAB,2005,8.769626
Gabon,GAB,2017,12.336923
Gambia,GMB,1998,1.9296652
Gambia,GMB,2003,3.3053315
Gambia,GMB,2010,4.4213853
Gambia,GMB,2015,5.0999484
Gambia,GMB,2020,5.0846157
Georgia,GEO,1996,8.194231
Georgia,GEO,1997,5.6072083
Georgia,GEO,1998,5.7545605
Georgia,GEO,1999,4.969886
Georgia,GEO,2000,4.787829
Georgia,GEO,2001,4.5777016
Georgia,GEO,2002,5.840187
Georgia,GEO,2003,5.779569
Georgia,GEO,2004,5.979111
Georgia,GEO,2005,5.8997717
Georgia,GEO,2006,5.790452
Georgia,GEO,2007,5.7105002
Georgia,GEO,2008,6.1720233
Georgia,GEO,2009,6.1179247
Georgia,GEO,2010,6.0811257
Georgia,GEO,2011,6.3028097
Georgia,GEO,2012,6.764418
Georgia,GEO,2013,7.425474
Georgia,GEO,2014,7.756351
Georgia,GEO,2015,7.8262553
Georgia,GEO,2016,7.8907957
Georgia,GEO,2017,8.1343155
Georgia,GEO,2018,7.967622
Georgia,GEO,2019,7.974502
Georgia,GEO,2020,7.2556868
Georgia,GEO,2021,7.5467577
Germany,DEU,1991,51.264774
Germany,DEU,1992,52.049835
Germany,DEU,1993,52.143402
Germany,DEU,1994,51.06248
Germany,DEU,1995,51.55844
Germany,DEU,1996,52.092323
Germany,DEU,1997,51.436295
Germany,DEU,1998,53.00756
Germany,DEU,1999,54.589043
Germany,DEU,2000,55.479446
Germany,DEU,2001,55.530117
Germany,DEU,2002,56.485626
Germany,DEU,2003,56.06244
Germany,DEU,2004,56.658512
Germany,DEU,2005,56.769794
Germany,DEU,2006,57.200115
Germany,DEU,2007,57.989445
Germany,DEU,2008,57.79535
Germany,DEU,2009,57.861122
Germany,DEU,2010,58.09774
Germany,DEU,2011,58.468826
Germany,DEU,2012,58.35755
Germany,DEU,2013,59.01468
Germany,DEU,2014,58.675476
Germany,DEU,2015,60.74443
Germany,DEU,2016,62.03455
Germany,DEU,2017,62.168064
Germany,DEU,2018,64.828156
Germany,DEU,2019,65.8802
Ghana,GHA,1987,2.3365078
Ghana,GHA,1988,2.3994758
Ghana,GHA,1991,2.231038
Ghana,GHA,1998,2.649763
Ghana,GHA,2005,3.4013898
Ghana,GHA,2012,4.8423386
Ghana,GHA,2016,5.0892043
Greece,GRC,1995,28.223341
Greece,GRC,2000,31.3906
Greece,GRC,2003,36.23481
Greece,GRC,2004,38.18926
Greece,GRC,2005,38.6081
Greece,GRC,2006,38.96314
Greece,GRC,2007,40.096073
Greece,GRC,2008,40.74054
Greece,GRC,2009,41.358376
Greece,GRC,2010,35.855927
Greece,GRC,2011,29.75199
Greece,GRC,2012,25.82806
Greece,GRC,2013,24.668114
Greece,GRC,2014,24.581244
Greece,GRC,2015,24.9828
Greece,GRC,2016,25.508963
Greece,GRC,2017,25.891918
Greece,GRC,2018,26.78906
Greece,GRC,2019,28.479956
Greece,GRC,2020,28.807537
Guatemala,GTM,1986,4.0708337
Guatemala,GTM,1989,6.0521345
Guatemala,GTM,1998,10.6167965
Guatemala,GTM,2000,11.818862
Guatemala,GTM,2006,12.075462
Guatemala,GTM,2014,9.400289
Guinea,GIN,1991,1.0546663
Guinea,GIN,1994,3.8967173
Guinea,GIN,2002,2.8825688
Guinea,GIN,2007,3.0338628
Guinea,GIN,2012,3.8603375
Guinea,GIN,2018,4.3981633
Guinea-Bissau,GNB,1993,3.6078198
Guinea-Bissau,GNB,2002,2.5909805
Guinea-Bissau,GNB,2010,2.592875
Guinea-Bissau,GNB,2018,4.2062955
Guyana,GUY,1992,5.186657
Guyana,GUY,1998,8.365286
Haiti,HTI,2001,2.6675026
Haiti,HTI,2012,4.2382593
Honduras,HND,1989,5.5462565
Honduras,HND,1990,4.91007
Honduras,HND,1991,5.4588466
Honduras,HND,1992,6.0642104
Honduras,HND,1993,7.259205
Honduras,HND,1994,7.342815
Honduras,HND,1995,7.1946654
Honduras,HND,1996,6.6303697
Honduras,HND,1997,8.009951
Honduras,HND,1998,8.306101
Honduras,HND,1999,7.7073956
Honduras,HND,2001,10.103104
Honduras,HND,2002,8.853269
Honduras,HND,2003,8.334812
Honduras,HND,2004,8.615843
Honduras,HND,2005,9.401221
Honduras,HND,2006,10.25242
Honduras,HND,2007,11.104082
Honduras,HND,2008,11.464481
Honduras,HND,2009,11.26711
Honduras,HND,2010,11.177391
Honduras,HND,2011,10.746514
Honduras,HND,2012,9.609442
Honduras,HND,2013,9.594014
Honduras,HND,2014,9.804358
Honduras,HND,2015,9.720328
Honduras,HND,2016,10.207126
Honduras,HND,2017,10.05646
Honduras,HND,2018,10.030733
Honduras,HND,2019,10.123918
Honduras (urban),,1986,3.8823974
Hungary,HUN,1987,21.472563
Hungary,HUN,1989,10.242991
Hungary,HUN,1991,19.120941
Hungary,HUN,1993,15.836625
Hungary,HUN,1994,17.247934
Hungary,HUN,1998,12.6152315
Hungary,HUN,1999,12.797983
Hungary,HUN,2000,13.002371
Hungary,HUN,2001,14.841366
Hungary,HUN,2002,15.158975
Hungary,HUN,2003,16.935041
Hungary,HUN,2004,17.599497
Hungary,HUN,2005,17.959019
Hungary,HUN,2006,17.73748
Hungary,HUN,2007,18.160532
Hungary,HUN,2008,20.353628
Hungary,HUN,2009,19.391354
Hungary,HUN,2010,20.179857
Hungary,HUN,2011,20.404638
Hungary,HUN,2012,19.311699
Hungary,HUN,2013,19.983582
Hungary,HUN,2014,21.001366
Hungary,HUN,2015,22.04142
Hungary,HUN,2016,23.005304
Hungary,HUN,2017,24.18835
Hungary,HUN,2018,25.938368
Hungary,HUN,2019,28.268663
Hungary,HUN,2020,29.920025
Iceland,ISL,2003,47.62756
Iceland,ISL,2004,48.70927
Iceland,ISL,2005,50.812515
Iceland,ISL,2006,58.23717
Iceland,ISL,2007,61.51092
Iceland,ISL,2008,64.09673
Iceland,ISL,2009,53.803967
Iceland,ISL,2010,47.763638
Iceland,ISL,2011,47.73556
Iceland,ISL,2012,48.72995
Iceland,ISL,2013,49.79197
Iceland,ISL,2014,52.534687
Iceland,ISL,2015,56.094242
Iceland,ISL,2016,60.771545
Iceland,ISL,2017,62.975197
India,IND,1977,2.3237784
India,IND,1983,2.4309955
India,IND,1987,2.6674848
India,IND,1993,2.7472122
India,IND,2004,3.1682327
India,IND,2009,3.5127728
India,IND,2011,4.0718403
India,IND,2015,4.1701674
India,IND,2016,4.222621
India,IND,2017,4.6792083
India,IND,2018,4.951859
India,IND,2019,4.9689527
India,IND,2020,4.7160296
India,IND,2021,4.8983865
India (rural),,1977,2.1346703
India (rural),,1983,2.2011926
India (rural),,1987,2.4359822
India (rural),,1993,2.4560556
India (rural),,2004,2.7771273
India (rural),,2009,2.9767125
India (rural),,2011,3.4921281
India (rural),,2015,3.6969569
India (rural),,2016,3.7444339
India (rural),,2017,4.038745
India (rural),,2018,4.3319845
India (rural),,2019,4.4921885
India (rural),,2020,4.2597413
India (rural),,2021,4.375359
India (urban),,1977,2.9932377
India (urban),,1983,3.163556
India (urban),,1987,3.3685946
India (urban),,1993,3.5677218
India (urban),,2004,4.130293
India (urban),,2009,4.729288
India (urban),,2011,5.3456655
India (urban),,2015,5.140684
India (urban),,2016,5.185538
India (urban),,2017,5.9448853
India (urban),,2018,6.1535373
India (urban),,2019,5.875236
India (urban),,2020,5.566185
India (urban),,2021,5.8531294
Indonesia,IDN,1984,1.8575785
Indonesia,IDN,1987,1.8772607
Indonesia,IDN,1990,2.288902
Indonesia,IDN,1993,2.3371706
Indonesia,IDN,1996,2.8032336
Indonesia,IDN,1998,2.0723078
Indonesia,IDN,1999,2.8304346
Indonesia,IDN,2000,2.7923222
Indonesia,IDN,2001,2.9460669
Indonesia,IDN,2002,3.6579816
Indonesia,IDN,2003,3.719512
Indonesia,IDN,2004,3.7046742
Indonesia,IDN,2005,3.8726082
Indonesia,IDN,2006,3.634954
Indonesia,IDN,2007,4.1069508
Indonesia,IDN,2008,4.1252694
Indonesia,IDN,2009,4.309458
Indonesia,IDN,2010,4.811745
Indonesia,IDN,2011,5.3871346
Indonesia,IDN,2012,5.543567
Indonesia,IDN,2013,5.8711524
Indonesia,IDN,2014,6.0430493
Indonesia,IDN,2015,6.364768
Indonesia,IDN,2016,6.6235375
Indonesia,IDN,2017,6.969378
Indonesia,IDN,2018,7.2769794
Indonesia,IDN,2019,7.3372326
Indonesia,IDN,2020,7.507234
Indonesia,IDN,2021,7.6319914
Indonesia,IDN,2022,7.805835
Indonesia (rural),,1984,1.559201
Indonesia (rural),,1987,1.6228546
Indonesia (rural),,1990,1.8913358
Indonesia (rural),,1993,1.860664
Indonesia (rural),,1996,2.1510572
Indonesia (rural),,1998,1.6540499
Indonesia (rural),,1999,2.2734237
Indonesia (rural),,2000,2.3317838
Indonesia (rural),,2001,2.3914845
Indonesia (rural),,2002,2.8122566
Indonesia (rural),,2003,2.8352046
Indonesia (rural),,2004,2.786649
Indonesia (rural),,2005,2.9629161
Indonesia (rural),,2006,2.74843
Indonesia (rural),,2007,3.087291
Indonesia (rural),,2008,3.1664078
Indonesia (rural),,2009,3.3239012
Indonesia (rural),,2010,3.742682
Indonesia (rural),,2011,4.1540427
Indonesia (rural),,2012,4.193752
Indonesia (rural),,2013,4.3660326
Indonesia (rural),,2014,4.6083217
Indonesia (rural),,2015,4.9886613
Indonesia (rural),,2016,5.1517773
Indonesia (rural),,2017,5.4568143
Indonesia (rural),,2018,5.760835
Indonesia (rural),,2019,5.8240237
Indonesia (rural),,2020,5.978187
Indonesia (rural),,2021,6.136088
Indonesia (rural),,2022,6.3311386
Indonesia (urban),,1984,2.7411752
Indonesia (urban),,1987,2.536834
Indonesia (urban),,1990,3.1912515
Indonesia (urban),,1993,3.270113
Indonesia (urban),,1996,3.9025717
Indonesia (urban),,1998,2.7104435
Indonesia (urban),,1999,3.638914
Indonesia (urban),,2000,3.428251
Indonesia (urban),,2001,3.6877525
Indonesia (urban),,2002,4.7534175
Indonesia (urban),,2003,4.8288636
Indonesia (urban),,2004,4.819972
Indonesia (urban),,2005,4.9430046
Indonesia (urban),,2006,4.645225
Indonesia (urban),,2007,5.2323623
Indonesia (urban),,2008,5.1501913
Indonesia (urban),,2009,5.329756
Indonesia (urban),,2010,5.8844914
Indonesia (urban),,2011,6.591224
Indonesia (urban),,2012,6.8262024
Indonesia (urban),,2013,7.263001
Indonesia (urban),,2014,7.334127
Indonesia (urban),,2015,7.5698457
Indonesia (urban),,2016,7.8778143
Indonesia (urban),,2017,8.224088
Indonesia (urban),,2018,8.501267
Indonesia (urban),,2019,8.526906
Indonesia (urban),,2020,8.677729
Indonesia (urban),,2021,8.747195
Indonesia (urban),,2022,8.876615
Iran,IRN,1986,9.694025
Iran,IRN,1990,8.65105
Iran,IRN,1994,9.983241
Iran,IRN,1998,10.76657
Iran,IRN,2005,16.566088
Iran,IRN,2006,17.034643
Iran,IRN,2009,16.420551
Iran,IRN,2013,15.120353
Iran,IRN,2014,15.014485
Iran,IRN,2015,15.013964
Iran,IRN,2016,15.3219385
Iran,IRN,2017,16.525393
Iran,IRN,2018,15.967221
Iran,IRN,2019,14.452303
Iraq,IRQ,2006,10.675802
Iraq,IRQ,2012,11.300911
Ireland,IRL,1987,19.563631
Ireland,IRL,1994,28.518595
Ireland,IRL,1995,29.434309
Ireland,IRL,1996,30.835068
Ireland,IRL,2000,38.549557
Ireland,IRL,2002,42.435463
Ireland,IRL,2003,43.538357
Ireland,IRL,2004,45.210808
Ireland,IRL,2005,47.47799
Ireland,IRL,2006,50.628605
Ireland,IRL,2007,50.26803
Ireland,IRL,2008,46.431736
Ireland,IRL,2009,45.692474
Ireland,IRL,2010,43.925804
Ireland,IRL,2011,42.747643
Ireland,IRL,2012,43.072876
Ireland,IRL,2013,42.977867
Ireland,IRL,2014,45.091103
Ireland,IRL,2015,46.503025
Ireland,IRL,2016,49.683365
Ireland,IRL,2017,52.798004
Ireland,IRL,2018,54.0526
Ireland,IRL,2019,55.83371
Ireland,IRL,2020,58.019337
Israel,ISR,1979,20.438843
Israel,ISR,1986,20.315107
Israel,ISR,1992,24.059277
Israel,ISR,1997,25.099516
Israel,ISR,2001,28.62272
Israel,ISR,2002,25.673964
Israel,ISR,2003,26.536583
Israel,ISR,2004,27.618944
Israel,ISR,2005,28.89179
Israel,ISR,2006,29.44272
Israel,ISR,2007,30.88246
Israel,ISR,2008,31.696861
Israel,ISR,2009,31.740149
Israel,ISR,2010,32.49524
Israel,ISR,2011,32.35995
Israel,ISR,2012,34.30668
Israel,ISR,2013,35.631485
Israel,ISR,2014,36.190224
Israel,ISR,2015,37.301964
Israel,ISR,2016,37.80142
Israel,ISR,2017,39.4594
Israel,ISR,2018,40.9595
Italy,ITA,1986,30.783949
Italy,ITA,1987,33.665234
Italy,ITA,1989,37.798824
Italy,ITA,1991,37.805748
Italy,ITA,1993,36.037476
Italy,ITA,1995,35.101387
Italy,ITA,1998,38.03993
Italy,ITA,2000,38.770485
Italy,ITA,2003,47.617977
Italy,ITA,2004,48.988274
Italy,ITA,2005,48.229572
Italy,ITA,2006,49.160313
Italy,ITA,2007,49.464397
Italy,ITA,2008,48.747814
Italy,ITA,2009,49.28424
Italy,ITA,2010,48.38909
Italy,ITA,2011,47.667454
Italy,ITA,2012,45.516342
Italy,ITA,2013,44.99789
Italy,ITA,2014,44.807503
Italy,ITA,2015,45.92574
Italy,ITA,2016,47.02357
Italy,ITA,2017,47.845818
Italy,ITA,2018,48.04955
Italy,ITA,2019,49.89793
Italy,ITA,2020,49.76041
Jamaica,JAM,1988,10.263722
Jamaica,JAM,1990,9.57571
Jamaica,JAM,1993,6.76994
Jamaica,JAM,1996,10.351952
Jamaica,JAM,1999,13.940513
Jamaica,JAM,2002,15.250263
Jamaica,JAM,2004,15.205789
Japan,JPN,2008,42.96584
Japan,JPN,2010,51.814415
Japan,JPN,2013,49.759407
Jordan,JOR,1986,17.092539
Jordan,JOR,1992,13.429601
Jordan,JOR,1997,11.687689
Jordan,JOR,2002,13.742805
Jordan,JOR,2006,15.085861
Jordan,JOR,2008,15.060466
Jordan,JOR,2010,16.92439
Kazakhstan,KAZ,1993,6.0218205
Kazakhstan,KAZ,1996,6.422387
Kazakhstan,KAZ,2001,5.579558
Kazakhstan,KAZ,2002,5.8970246
Kazakhstan,KAZ,2003,6.340362
Kazakhstan,KAZ,2004,6.7158327
Kazakhstan,KAZ,2005,7.344752
Kazakhstan,KAZ,2006,8.211945
Kazakhstan,KAZ,2007,9.516656
Kazakhstan,KAZ,2008,9.459716
Kazakhstan,KAZ,2009,9.3359165
Kazakhstan,KAZ,2010,9.928319
Kazakhstan,KAZ,2011,11.784867
Kazakhstan,KAZ,2012,11.992633
Kazakhstan,KAZ,2013,12.570521
Kazakhstan,KAZ,2014,12.284417
Kazakhstan,KAZ,2015,11.724289
Kazakhstan,KAZ,2016,10.840452
Kazakhstan,KAZ,2017,11.666905
Kazakhstan,KAZ,2018,12.426413
Kenya,KEN,1992,7.0527344
Kenya,KEN,1994,4.7227345
Kenya,KEN,1997,5.083878
Kenya,KEN,2005,4.1477604
Kenya,KEN,2015,4.246111
Kenya,KEN,2020,3.504944
Kenya,KEN,2021,3.591902
Kiribati,KIR,2006,5.5491967
Kiribati,KIR,2019,6.249745
Kosovo,OWID_KOS,2003,6.2729945
Kosovo,OWID_KOS,2005,6.4570446
Kosovo,OWID_KOS,2006,6.342524
Kosovo,OWID_KOS,2009,7.254176
Kosovo,OWID_KOS,2010,7.524888
Kosovo,OWID_KOS,2011,7.2556415
Kosovo,OWID_KOS,2012,8.682335
Kosovo,OWID_KOS,2013,8.773468
Kosovo,OWID_KOS,2014,8.761588
Kosovo,OWID_KOS,2015,9.126698
Kosovo,OWID_KOS,2016,9.245114
Kosovo,OWID_KOS,2017,9.534211
Kyrgyzstan,KGZ,1998,5.0034604
Kyrgyzstan,KGZ,2000,3.0150547
Kyrgyzstan,KGZ,2001,3.1913178
Kyrgyzstan,KGZ,2002,3.27305
Kyrgyzstan,KGZ,2003,3.4407747
Kyrgyzstan,KGZ,2004,5.133829
Kyrgyzstan,KGZ,2005,4.5893016
Kyrgyzstan,KGZ,2006,6.0242286
Kyrgyzstan,KGZ,2007,5.7241178
Kyrgyzstan,KGZ,2008,6.4288306
Kyrgyzstan,KGZ,2009,6.5638337
Kyrgyzstan,KGZ,2010,6.252797
Kyrgyzstan,KGZ,2011,6.234865
Kyrgyzstan,KGZ,2012,6.0204897
Kyrgyzstan,KGZ,2013,5.9344797
Kyrgyzstan,KGZ,2014,6.201909
Kyrgyzstan,KGZ,2015,6.099403
Kyrgyzstan,KGZ,2016,6.2206945
Kyrgyzstan,KGZ,2017,6.263398
Kyrgyzstan,KGZ,2018,6.6944466
Kyrgyzstan,KGZ,2019,7.092162
Kyrgyzstan,KGZ,2020,6.453587
Laos,LAO,1992,3.9403815
Laos,LAO,1997,3.0139635
Laos,LAO,2002,3.7089078
Laos,LAO,2007,4.24813
Laos,LAO,2012,5.4102516
Laos,LAO,2018,6.5213118
Latin America and the Caribbean (PIP),,1990,9.912394
Latin America and the Caribbean (PIP),,1991,9.712568
Latin America and the Caribbean (PIP),,1992,9.40823
Latin America and the Caribbean (PIP),,1993,10.131393
Latin America and the Caribbean (PIP),,1994,10.800491
Latin America and the Caribbean (PIP),,1995,10.9988
Latin America and the Caribbean (PIP),,1996,10.791767
Latin America and the Caribbean (PIP),,1997,11.083915
Latin America and the Caribbean (PIP),,1998,11.431237
Latin America and the Caribbean (PIP),,1999,11.107364
Latin America and the Caribbean (PIP),,2000,11.746146
Latin America and the Caribbean (PIP),,2001,11.904917
Latin America and the Caribbean (PIP),,2002,12.125622
Latin America and the Caribbean (PIP),,2003,11.804747
Latin America and the Caribbean (PIP),,2004,12.040878
Latin America and the Caribbean (PIP),,2005,12.616523
Latin America and the Caribbean (PIP),,2006,13.532024
Latin America and the Caribbean (PIP),,2007,14.029956
Latin America and the Caribbean (PIP),,2008,14.457207
Latin America and the Caribbean (PIP),,2009,14.410247
Latin America and the Caribbean (PIP),,2010,14.895837
Latin America and the Caribbean (PIP),,2011,15.435957
Latin America and the Caribbean (PIP),,2012,16.176582
Latin America and the Caribbean (PIP),,2013,16.641832
Latin America and the Caribbean (PIP),,2014,16.810486
Latin America and the Caribbean (PIP),,2015,16.937407
Latin America and the Caribbean (PIP),,2016,17.135159
Latin America and the Caribbean (PIP),,2017,17.207642
Latin America and the Caribbean (PIP),,2018,17.617088
Latin America and the Caribbean (PIP),,2019,17.71094
Latin America and the Caribbean (PIP),,2020,16.857347
Latin America and the Caribbean (PIP),,2021,16.815952
Latvia,LVA,1993,8.844652
Latvia,LVA,1995,10.475385
Latvia,LVA,1996,10.167393
Latvia,LVA,1997,10.019502
Latvia,LVA,1998,10.217715
Latvia,LVA,2002,13.785536
Latvia,LVA,2003,15.725538
Latvia,LVA,2004,15.709411
Latvia,LVA,2005,15.965243
Latvia,LVA,2006,18.955545
Latvia,LVA,2007,22.095917
Latvia,LVA,2008,22.10655
Latvia,LVA,2009,17.992409
Latvia,LVA,2010,18.686008
Latvia,LVA,2011,19.090565
Latvia,LVA,2012,19.6108
Latvia,LVA,2013,21.707752
Latvia,LVA,2014,23.792522
Latvia,LVA,2015,25.567734
Latvia,LVA,2016,26.854511
Latvia,LVA,2017,29.116701
Latvia,LVA,2018,31.703873
Latvia,LVA,2019,32.93046
Latvia,LVA,2020,35.50227
Lebanon,LBN,2011,30.786077
Lesotho,LSO,1986,3.4738574
Lesotho,LSO,1994,4.320954
Lesotho,LSO,2002,2.2633884
Lesotho,LSO,2017,4.643397
Liberia,LBR,2007,2.5444844
Liberia,LBR,2014,3.8503475
Liberia,LBR,2016,3.8830717
Lithuania,LTU,1993,5.868683
Lithuania,LTU,1996,11.52253
Lithuania,LTU,1998,12.266062
Lithuania,LTU,1999,12.111882
Lithuania,LTU,2000,11.413488
Lithuania,LTU,2001,11.358332
Lithuania,LTU,2002,11.346375
Lithuania,LTU,2003,15.620501
Lithuania,LTU,2004,16.191158
Lithuania,LTU,2005,16.337477
Lithuania,LTU,2006,20.34671
Lithuania,LTU,2007,24.14322
Lithuania,LTU,2008,20.905283
Lithuania,LTU,2009,21.418568
Lithuania,LTU,2010,19.27052
Lithuania,LTU,2011,21.071733
Lithuania,LTU,2012,22.689077
Lithuania,LTU,2013,23.699741
Lithuania,LTU,2014,25.893473
Lithuania,LTU,2015,28.506914
Lithuania,LTU,2016,30.497742
Lithuania,LTU,2017,32.47665
Lithuania,LTU,2018,34.874474
Lithuania,LTU,2019,38.387245
Lithuania,LTU,2020,43.674473
Luxembourg,LUX,1985,45.735195
Luxembourg,LUX,1986,50.559696
Luxembourg,LUX,1987,55.775555
Luxembourg,LUX,1988,58.031677
Luxembourg,LUX,1989,62.845303
Luxembourg,LUX,1990,63.582996
Luxembourg,LUX,1991,63.787025
Luxembourg,LUX,1992,66.381424
Luxembourg,LUX,1993,66.49133
Luxembourg,LUX,1994,63.36129
Luxembourg,LUX,1995,64.941414
Luxembourg,LUX,1996,65.074585
Luxembourg,LUX,1997,67.41234
Luxembourg,LUX,1998,68.75953
Luxembourg,LUX,1999,71.127464
Luxembourg,LUX,2000,70.98843
Luxembourg,LUX,2001,72.98513
Luxembourg,LUX,2002,77.62498
Luxembourg,LUX,2003,75.69985
Luxembourg,LUX,2004,77.74665
Luxembourg,LUX,2005,80.36772
Luxembourg,LUX,2006,79.43603
Luxembourg,LUX,2007,80.47452
Luxembourg,LUX,2008,80.2325
Luxembourg,LUX,2009,79.941826
Luxembourg,LUX,2010,78.4369
Luxembourg,LUX,2011,77.5216
Luxembourg,LUX,2012,78.58543
Luxembourg,LUX,2013,78.07041
Luxembourg,LUX,2014,78.79975
Luxembourg,LUX,2015,73.59554
Luxembourg,LUX,2016,79.74073
Luxembourg,LUX,2017,79.896805
Luxembourg,LUX,2018,83.90756
Luxembourg,LUX,2019,84.45369
Luxembourg,LUX,2020,93.3278
Madagascar,MDG,1980,3.3239706
Madagascar,MDG,1993,2.1035774
Madagascar,MDG,1997,2.0125885
Madagascar,MDG,1999,2.0533912
Madagascar,MDG,2001,2.0861561
Madagascar,MDG,2005,1.9466348
Madagascar,MDG,2010,1.6936437
Madagascar,MDG,2012,1.5906631
Malawi,MWI,1997,4.615166
Malawi,MWI,2004,2.188526
Malawi,MWI,2010,2.2742374
Malawi,MWI,2016,2.5000184
Malawi,MWI,2019,2.0693629
Malaysia,MYS,1984,13.243455
Malaysia,MYS,1987,12.701919
Malaysia,MYS,1989,12.494815
Malaysia,MYS,1992,13.867934
Malaysia,MYS,1995,14.428523
Malaysia,MYS,1997,17.983915
Malaysia,MYS,2003,16.595552
Malaysia,MYS,2006,18.103273
Malaysia,MYS,2008,18.898396
Malaysia,MYS,2011,23.169909
Malaysia,MYS,2013,26.415785
Malaysia,MYS,2015,29.363651
Malaysia,MYS,2018,32.81152
Maldives,MDV,2002,7.0562325
Maldives,MDV,2009,8.724323
Maldives,MDV,2016,19.446728
Maldives,MDV,2019,18.690468
Mali,MLI,1994,1.4234779
Mali,MLI,2001,2.5940828
Mali,MLI,2006,2.9170415
Mali,MLI,2009,2.762389
Mali,MLI,2018,4.9264207
Malta,MLT,2006,34.6697
Malta,MLT,2007,37.78859
Malta,MLT,2008,38.769512
Malta,MLT,2009,38.025684
Malta,MLT,2010,38.50439
Malta,MLT,2011,39.286125
Malta,MLT,2012,40.694347
Malta,MLT,2013,42.881447
Malta,MLT,2014,45.409103
Malta,MLT,2015,45.628784
Malta,MLT,2016,48.517315
Malta,MLT,2017,48.852325
Malta,MLT,2018,50.075417
Malta,MLT,2019,54.549507
Malta,MLT,2020,56.98933
Marshall Islands,MHL,2019,11.563809
Mauritania,MRT,1987,3.4464145
Mauritania,MRT,1993,4.0047665
Mauritania,MRT,1995,4.555173
Mauritania,MRT,2000,4.8774137
Mauritania,MRT,2004,5.0305448
Mauritania,MRT,2008,5.7642055
Mauritania,MRT,2014,6.3064885
Mauritius,MUS,2006,13.17084
Mauritius,MUS,2012,14.941819
Mauritius,MUS,2017,16.509262
Mexico,MEX,1984,9.87288
Mexico,MEX,1989,10.315884
Mexico,MEX,1992,12.260047
Mexico,MEX,1994,12.577674
Mexico,MEX,1996,8.506598
Mexico,MEX,1998,9.949059
Mexico,MEX,2000,12.017591
Mexico,MEX,2002,12.008313
Mexico,MEX,2004,12.858806
Mexico,MEX,2005,13.058494
Mexico,MEX,2006,13.755319
Mexico,MEX,2008,13.971518
Mexico,MEX,2010,13.02233
Mexico,MEX,2012,14.081431
Mexico,MEX,2014,13.412836
Mexico,MEX,2016,14.360002
Mexico,MEX,2018,14.673074
Mexico,MEX,2020,13.972701
Micronesia (country),FSM,2005,7.9910336
Micronesia (country),FSM,2013,5.557104
Micronesia (country) (urban),,2000,5.6018267
Middle East and North Africa (PIP),,1990,7.4578414
